ComCode,Description,ShortDesc,CatGroupID,CatGroup,CatGroupOrder
18960,USDA Imported Meat - Mutton - Primals & Subprimals - New Zealand,USDA Imported Meat - Mutton - Primals & Subprimals - NZ,645,USDA Imported Meat - Mutton,75
18961,USDA Imported Meat - Mutton - Boneless Trimmings - Total,USDA Imported Meat - Mutton - Boneless Trimmings - Total,645,USDA Imported Meat - Mutton,80
18962,USDA Imported Meat - Mutton - Carcasses - Total,USDA Imported Meat - Mutton - Carcasses - Total,645,USDA Imported Meat - Mutton,85
18963,USDA Imported Meat - Mutton - Cuts - Total,USDA Imported Meat - Mutton - Cuts - Total,645,USDA Imported Meat - Mutton,90
18964,USDA Imported Meat - Mutton - Edible Offal - Total,USDA Imported Meat - Mutton - Edible Offal - Total,645,USDA Imported Meat - Mutton,95
18965,USDA Imported Meat - Mutton - Primals & Subprimals - Total,USDA Imported Meat - Mutton - Primals & Subprimals - Total,645,USDA Imported Meat - Mutton,100
18966,USDA Imported Meat - Veal - Boneless Trimmings - Australia,USDA Imported Meat - Veal - Boneless Trimmings - AUS,646,USDA Imported Meat - Veal,5
18967,USDA Imported Meat - Veal - Carcasses - Australia,USDA Imported Meat - Veal - Carcasses - AUS,646,USDA Imported Meat - Veal,10
18968,USDA Imported Meat - Veal - Cuts - Australia,USDA Imported Meat - Veal - Cuts - AUS,646,USDA Imported Meat - Veal,15
18969,USDA Imported Meat - Veal - Edible Offal - Australia,USDA Imported Meat - Veal - Edible Offal - AUS,646,USDA Imported Meat - Veal,20
18970,USDA Imported Meat - Veal - Other Intact - Australia,USDA Imported Meat - Veal - Other Intact - AUS,646,USDA Imported Meat - Veal,25
18971,USDA Imported Meat - Veal - Primals & Subprimals - Australia,USDA Imported Meat - Veal - Primals & Subprimals - AUS,646,USDA Imported Meat - Veal,30
18972,USDA Imported Meat - Veal - Boneless Trimmings - Canada,USDA Imported Meat - Veal - Boneless Trimmings - CAN,646,USDA Imported Meat - Veal,35
18973,USDA Imported Meat - Veal - Carcasses - Canada,USDA Imported Meat - Veal - Carcasses - CAN,646,USDA Imported Meat - Veal,40
18974,USDA Imported Meat - Veal - Cuts - Canada,USDA Imported Meat - Veal - Cuts - CAN,646,USDA Imported Meat - Veal,45
18975,USDA Imported Meat - Veal - Edible Offal - Canada,USDA Imported Meat - Veal - Edible Offal - CAN,646,USDA Imported Meat - Veal,50
18976,USDA Imported Meat - Veal - Other Intact - Canada,USDA Imported Meat - Veal - Other Intact - CAN,646,USDA Imported Meat - Veal,55
18977,USDA Imported Meat - Veal - Primals & Subprimals - Canada,USDA Imported Meat - Veal - Primals & Subprimals - CAN,646,USDA Imported Meat - Veal,60
18978,USDA Imported Meat - Veal - Boneless Trimmings - New Zealand,USDA Imported Meat - Veal - Boneless Trimmings - NZ,646,USDA Imported Meat - Veal,65
18979,USDA Imported Meat - Veal - Carcasses - New Zealand,USDA Imported Meat - Veal - Carcasses - NZ,646,USDA Imported Meat - Veal,70
18980,USDA Imported Meat - Veal - Cuts - New Zealand,USDA Imported Meat - Veal - Cuts - NZ,646,USDA Imported Meat - Veal,75
18981,USDA Imported Meat - Veal - Edible Offal - New Zealand,USDA Imported Meat - Veal - Edible Offal - NZ,646,USDA Imported Meat - Veal,80
18982,USDA Imported Meat - Veal - Other Intact - New Zealand,USDA Imported Meat - Veal - Other Intact - NZ,646,USDA Imported Meat - Veal,85
18983,USDA Imported Meat - Veal - Primals & Subprimals - New Zealand,USDA Imported Meat - Veal - Primals & Subprimals - NZ,646,USDA Imported Meat - Veal,90
18984,USDA Imported Meat - Veal - Boneless Trimmings - Total,USDA Imported Meat - Veal - Boneless Trimmings - Total,646,USDA Imported Meat - Veal,95
18985,USDA Imported Meat - Veal - Carcasses - Total,USDA Imported Meat - Veal - Carcasses - Total,646,USDA Imported Meat - Veal,100
18986,USDA Imported Meat - Veal - Cuts - Total,USDA Imported Meat - Veal - Cuts - Total,646,USDA Imported Meat - Veal,105
18987,USDA Imported Meat - Veal - Edible Offal - Total,USDA Imported Meat - Veal - Edible Offal - Total,646,USDA Imported Meat - Veal,110
18988,USDA Imported Meat - Veal - Other Intact - Total,USDA Imported Meat - Veal - Other Intact - Total,646,USDA Imported Meat - Veal,115
18989,USDA Imported Meat - Veal - Primals & Subprimals - Total,USDA Imported Meat - Veal - Primals & Subprimals - Total,646,USDA Imported Meat - Veal,120
18990,USDA Imported Meat - Poultry - NRTE Processed Poultry - Canada,USDA Imported Meat - Poultry - NRTE Processed Poultry - CAN,647,USDA Imported Meat - Poultry,5
18991,"USDA Imported Meat - Poultry - Raw Ground, Comminuted, or Non-Intact Chicken - Canada","USDA Imported Meat - Poultry - Raw Grd, Comm, or Non-Int Chicken - CAN",647,USDA Imported Meat - Poultry,10
18992,"USDA Imported Meat - Poultry - Raw Ground, Comminuted, or Non-Intact Turkey - Canada","USDA Imported Meat - Poultry - Raw Grd, Comm, or Non-Int Turkey - CAN",647,USDA Imported Meat - Poultry,15
18993,USDA Imported Meat - Poultry - Raw Intact Chicken - Canada,USDA Imported Meat - Poultry - Raw Int Chicken - CAN,647,USDA Imported Meat - Poultry,20
18994,"USDA Imported Meat - Poultry - Raw Intact Poultry - (Ducks, Geeze, Squab) - Canada",USDA Imported Meat - Poultry - Raw Int Poultry - (Other) - CAN,647,USDA Imported Meat - Poultry,25
18995,USDA Imported Meat - Poultry - Raw Intact Turkey - Canada,USDA Imported Meat - Poultry - Raw Int Turkey - CAN,647,USDA Imported Meat - Poultry,30
18996,USDA Imported Meat - Poultry - RTE Fully Cooked Poultry - Canada,USDA Imported Meat - Poultry - RTE Fully Cooked Poultry - CAN,647,USDA Imported Meat - Poultry,35
18997,USDA Imported Meat - Poultry - Thermally Processed - Canada,USDA Imported Meat - Poultry - Thermally Processed - CAN,647,USDA Imported Meat - Poultry,40
18998,USDA Imported Meat - Poultry - NRTE Processed Poultry - Chile,USDA Imported Meat - Poultry - NRTE Processed Poultry - CHL,647,USDA Imported Meat - Poultry,45
18999,"USDA Imported Meat - Poultry - Raw Ground, Comminuted, or Non-Intact Chicken - Chile","USDA Imported Meat - Poultry - Raw Grd, Comm, or Non-Int Chicken - CHL",647,USDA Imported Meat - Poultry,50
19000,"USDA Imported Meat - Poultry - Raw Ground, Comminuted, or Non-Intact Turkey - Chile","USDA Imported Meat - Poultry - Raw Grd, Comm, or Non-Int Turkey - CHL",647,USDA Imported Meat - Poultry,55
19001,USDA Imported Meat - Poultry - Raw Intact Chicken - Chile,USDA Imported Meat - Poultry - Raw Int Chicken - CHL,647,USDA Imported Meat - Poultry,60
19002,"USDA Imported Meat - Poultry - Raw Intact Poultry - (Ducks, Geeze, Squab) - Chile",USDA Imported Meat - Poultry - Raw Int Poultry - (Other) - CHL,647,USDA Imported Meat - Poultry,65
19003,USDA Imported Meat - Poultry - Raw Intact Turkey - Chile,USDA Imported Meat - Poultry - Raw Int Turkey - CHL,647,USDA Imported Meat - Poultry,70
19004,USDA Imported Meat - Poultry - RTE Fully Cooked Poultry - Chile,USDA Imported Meat - Poultry - RTE Fully Cooked Poultry - CHL,647,USDA Imported Meat - Poultry,75
19005,USDA Imported Meat - Poultry - Thermally Processed - Chile,USDA Imported Meat - Poultry - Thermally Processed - CHL,647,USDA Imported Meat - Poultry,80
19006,USDA Imported Meat - Poultry - NRTE Processed Poultry - Israel,USDA Imported Meat - Poultry - NRTE Processed Poultry - IL,647,USDA Imported Meat - Poultry,85
19007,"USDA Imported Meat - Poultry - Raw Ground, Comminuted, or Non-Intact Chicken - Israel","USDA Imported Meat - Poultry - Raw Grd, Comm, or Non-Int Chicken - IL",647,USDA Imported Meat - Poultry,90
19008,"USDA Imported Meat - Poultry - Raw Ground, Comminuted, or Non-Intact Turkey - Israel","USDA Imported Meat - Poultry - Raw Grd, Comm, or Non-Int Turkey - IL",647,USDA Imported Meat - Poultry,95
19009,USDA Imported Meat - Poultry - Raw Intact Chicken - Israel,USDA Imported Meat - Poultry - Raw Int Chicken - IL,647,USDA Imported Meat - Poultry,100
19010,"USDA Imported Meat - Poultry - Raw Intact Poultry - (Ducks, Geeze, Squab) - Israel",USDA Imported Meat - Poultry - Raw Int Poultry - (Other) - IL,647,USDA Imported Meat - Poultry,105
19011,USDA Imported Meat - Poultry - Raw Intact Turkey - Israel,USDA Imported Meat - Poultry - Raw Int Turkey - IL,647,USDA Imported Meat - Poultry,110
19012,USDA Imported Meat - Poultry - RTE Fully Cooked Poultry - Israel,USDA Imported Meat - Poultry - RTE Fully Cooked Poultry - IL,647,USDA Imported Meat - Poultry,115
19013,USDA Imported Meat - Poultry - Thermally Processed - Israel,USDA Imported Meat - Poultry - Thermally Processed - IL,647,USDA Imported Meat - Poultry,120
19014,USDA Imported Meat - Poultry - NRTE Processed Poultry - Mexico,USDA Imported Meat - Poultry - NRTE Processed Poultry - MEX,647,USDA Imported Meat - Poultry,125
19015,"USDA Imported Meat - Poultry - Raw Ground, Comminuted, or Non-Intact Chicken - Mexico","USDA Imported Meat - Poultry - Raw Grd, Comm, or Non-Int Chicken - MEX",647,USDA Imported Meat - Poultry,130
19016,"USDA Imported Meat - Poultry - Raw Ground, Comminuted, or Non-Intact Turkey - Mexico","USDA Imported Meat - Poultry - Raw Grd, Comm, or Non-Int Turkey - MEX",647,USDA Imported Meat - Poultry,135
19017,USDA Imported Meat - Poultry - Raw Intact Chicken - Mexico,USDA Imported Meat - Poultry - Raw Int Chicken - MEX,647,USDA Imported Meat - Poultry,140
19018,"USDA Imported Meat - Poultry - Raw Intact Poultry - (Ducks, Geeze, Squab) - Mexico",USDA Imported Meat - Poultry - Raw Int Poultry - (Other) - MEX,647,USDA Imported Meat - Poultry,145
19019,USDA Imported Meat - Poultry - Raw Intact Turkey - Mexico,USDA Imported Meat - Poultry - Raw Int Turkey - MEX,647,USDA Imported Meat - Poultry,150
19020,USDA Imported Meat - Poultry - RTE Fully Cooked Poultry - Mexico,USDA Imported Meat - Poultry - RTE Fully Cooked Poultry - MEX,647,USDA Imported Meat - Poultry,155
19021,USDA Imported Meat - Poultry - Thermally Processed - Mexico,USDA Imported Meat - Poultry - Thermally Processed - MEX,647,USDA Imported Meat - Poultry,160
19022,USDA Imported Meat - Poultry - NRTE Processed Poultry - South Korea,USDA Imported Meat - Poultry - NRTE Processed Poultry - SK,647,USDA Imported Meat - Poultry,165
19023,"USDA Imported Meat - Poultry - Raw Ground, Comminuted, or Non-Intact Chicken - South Korea","USDA Imported Meat - Poultry - Raw Grd, Comm, or Non-Int Chicken - SK",647,USDA Imported Meat - Poultry,170
19024,"USDA Imported Meat - Poultry - Raw Ground, Comminuted, or Non-Intact Turkey - South Korea","USDA Imported Meat - Poultry - Raw Grd, Comm, or Non-Int Turkey - SK",647,USDA Imported Meat - Poultry,175
19025,USDA Imported Meat - Poultry - Raw Intact Chicken - South Korea,USDA Imported Meat - Poultry - Raw Int Chicken - SK,647,USDA Imported Meat - Poultry,180
19026,"USDA Imported Meat - Poultry - Raw Intact Poultry - (Ducks, Geeze, Squab) - South Korea",USDA Imported Meat - Poultry - Raw Int Poultry - (Other) - SK,647,USDA Imported Meat - Poultry,185
19027,USDA Imported Meat - Poultry - Raw Intact Turkey - South Korea,USDA Imported Meat - Poultry - Raw Int Turkey - SK,647,USDA Imported Meat - Poultry,190
19028,USDA Imported Meat - Poultry - RTE Fully Cooked Poultry - South Korea,USDA Imported Meat - Poultry - RTE Fully Cooked Poultry - SK,647,USDA Imported Meat - Poultry,195
19029,USDA Imported Meat - Poultry - Thermally Processed - South Korea,USDA Imported Meat - Poultry - Thermally Processed - SK,647,USDA Imported Meat - Poultry,200
19030,USDA Imported Meat - Poultry - NRTE Processed Poultry - Total,USDA Imported Meat - Poultry - NRTE Processed Poultry - Total,647,USDA Imported Meat - Poultry,205
19031,"USDA Imported Meat - Poultry - Raw Ground, Comminuted, or Non-Intact Chicken - Total","USDA Imported Meat - Poultry - Raw Grd, Comm, or Non-Int Chick - Total",647,USDA Imported Meat - Poultry,210
19032,"USDA Imported Meat - Poultry - Raw Ground, Comminuted, or Non-Intact Turkey - Total","USDA Imported Meat - Poultry - Raw Grd, Comm, or Non-Int Turk - Total",647,USDA Imported Meat - Poultry,215
19033,USDA Imported Meat - Poultry - Raw Intact Chicken - Total,USDA Imported Meat - Poultry - Raw Int Chicken - Total,647,USDA Imported Meat - Poultry,220
19034,"USDA Imported Meat - Poultry - Raw Intact Poultry - (Ducks, Geeze, Squab) - Total",USDA Imported Meat - Poultry - Raw Int Poultry - (Other) - Total,647,USDA Imported Meat - Poultry,225
19035,USDA Imported Meat - Poultry - Raw Intact Turkey - Total,USDA Imported Meat - Poultry - Raw Int Turkey - Total,647,USDA Imported Meat - Poultry,230
19036,USDA Imported Meat - Poultry - RTE Fully Cooked Poultry - Total,USDA Imported Meat - Poultry - RTE Fully Cooked Poultry - Total,647,USDA Imported Meat - Poultry,235
19037,USDA Imported Meat - Poultry - Thermally Processed - Total,USDA Imported Meat - Poultry - Thermally Processed - Total,647,USDA Imported Meat - Poultry,240
